index,date_of_interest,FIPS,node_key,DEATH_COUNT,DEATH_COUNT_7DAY_AVG,DEATH_DELTA,DEATH_COUNT_PREV_0,DEATH_COUNT_PREV_1,DEATH_COUNT_PREV_2,DEATH_COUNT_PREV_3,DEATH_COUNT_PREV_4,DEATH_COUNT_PREV_5
233,2020-04-15,36081,36081-2020-04-15,177,217,-7.0,1300.0,974.0,916.0,987.0,1342.0,1560.0
234,2020-04-15,36085,36085-2020-04-15,31,31,-3.0,290.0,185.0,253.0,311.0,301.0,298.0
236,2020-04-16,36005,36005-2020-04-16,121,148,-7.0,1068.0,1076.0,693.0,763.0,998.0,1227.0
235,2020-04-16,36047,36047-2020-04-16,169,216,-12.0,882.0,1038.0,1066.0,703.0,1131.0,1145.0
237,2020-04-16,36061,36061-2020-04-16,69,82,-6.0,429.0,440.0,393.0,252.0,304.0,495.0
238,2020-04-16,36081,36081-2020-04-16,179,210,-11.0,1180.0,1300.0,974.0,916.0,987.0,1342.0
239,2020-04-16,36085,36085-2020-04-16,17,28,-0.0,317.0,290.0,185.0,253.0,311.0,301.0
241,2020-04-17,36005,36005-2020-04-17,111,141,-13.0,940.0,1068.0,1076.0,693.0,763.0,998.0
240,2020-04-17,36047,36047-2020-04-17,157,204,-10.0,885.0,882.0,1038.0,1066.0,703.0,1131.0
242,2020-04-17,36061,36061-2020-04-17,51,76,-1.0,355.0,429.0,440.0,393.0,252.0,304.0
243,2020-04-17,36081,36081-2020-04-17,151,199,-6.0,1139.0,1180.0,1300.0,974.0,916.0,987.0
244,2020-04-17,36085,36085-2020-04-17,19,28,-1.0,211.0,317.0,290.0,185.0,253.0,311.0
246,2020-04-18,36005,36005-2020-04-18,86,128,-6.0,916.0,940.0,1068.0,1076.0,693.0,763.0
245,2020-04-18,36047,36047-2020-04-18,152,194,-18.0,962.0,885.0,882.0,1038.0,1066.0,703.0
247,2020-04-18,36061,36061-2020-04-18,72,75,-3.0,330.0,355.0,429.0,440.0,393.0,252.0
248,2020-04-18,36081,36081-2020-04-18,178,193,-9.0,1099.0,1139.0,1180.0,1300.0,974.0,916.0
249,2020-04-18,36085,36085-2020-04-18,25,27,-1.0,279.0,211.0,317.0,290.0,185.0,253.0
251,2020-04-19,36005,36005-2020-04-19,102,122,-8.0,552.0,916.0,940.0,1068.0,1076.0,693.0
250,2020-04-19,36047,36047-2020-04-19,141,176,-18.0,575.0,962.0,885.0,882.0,1038.0,1066.0
252,2020-04-19,36061,36061-2020-04-19,67,72,-4.0,187.0,330.0,355.0,429.0,440.0,393.0
253,2020-04-19,36081,36081-2020-04-19,157,184,-13.0,705.0,1099.0,1139.0,1180.0,1300.0,974.0
254,2020-04-19,36085,36085-2020-04-19,27,26,-2.0,153.0,279.0,211.0,317.0,290.0,185.0
256,2020-04-20,36005,36005-2020-04-20,101,114,-8.0,532.0,552.0,916.0,940.0,1068.0,1076.0
255,2020-04-20,36047,36047-2020-04-20,126,158,-11.0,635.0,575.0,962.0,885.0,882.0,1038.0
257,2020-04-20,36061,36061-2020-04-20,62,68,-2.0,176.0,187.0,330.0,355.0,429.0,440.0
258,2020-04-20,36081,36081-2020-04-20,154,171,-9.0,866.0,705.0,1099.0,1139.0,1180.0,1300.0
259,2020-04-20,36085,36085-2020-04-20,22,24,-2.0,134.0,153.0,279.0,211.0,317.0,290.0
261,2020-04-21,36005,36005-2020-04-21,90,106,-6.0,981.0,532.0,552.0,916.0,940.0,1068.0
260,2020-04-21,36047,36047-2020-04-21,123,147,-4.0,983.0,635.0,575.0,962.0,885.0,882.0
262,2020-04-21,36061,36061-2020-04-21,60,66,-4.0,381.0,176.0,187.0,330.0,355.0,429.0
263,2020-04-21,36081,36081-2020-04-21,137,162,-10.0,1223.0,866.0,705.0,1099.0,1139.0,1180.0
264,2020-04-21,36085,36085-2020-04-21,16,22,-1.0,224.0,134.0,153.0,279.0,211.0,317.0
266,2020-04-22,36005,36005-2020-04-22,86,100,-7.0,641.0,981.0,532.0,552.0,916.0,940.0
265,2020-04-22,36047,36047-2020-04-22,130,143,-6.0,896.0,983.0,635.0,575.0,962.0,885.0
267,2020-04-22,36061,36061-2020-04-22,55,62,-1.0,371.0,381.0,176.0,187.0,330.0,355.0
268,2020-04-22,36081,36081-2020-04-22,110,152,-6.0,937.0,1223.0,866.0,705.0,1099.0,1139.0
269,2020-04-22,36085,36085-2020-04-22,18,21,-0.0,216.0,224.0,134.0,153.0,279.0,211.0
271,2020-04-23,36005,36005-2020-04-23,74,93,-5.0,927.0,641.0,981.0,532.0,552.0,916.0
270,2020-04-23,36047,36047-2020-04-23,131,137,-6.0,854.0,896.0,983.0,635.0,575.0,962.0
272,2020-04-23,36061,36061-2020-04-23,57,61,-0.0,382.0,371.0,381.0,176.0,187.0,330.0
273,2020-04-23,36081,36081-2020-04-23,136,146,-5.0,1109.0,937.0,1223.0,866.0,705.0,1099.0
274,2020-04-23,36085,36085-2020-04-23,17,21,-1.0,173.0,216.0,224.0,134.0,153.0,279.0
276,2020-04-24,36005,36005-2020-04-24,77,88,-3.0,735.0,927.0,641.0,981.0,532.0,552.0
275,2020-04-24,36047,36047-2020-04-24,113,131,-8.0,786.0,854.0,896.0,983.0,635.0,575.0
277,2020-04-24,36061,36061-2020-04-24,56,61,-3.0,400.0,382.0,371.0,381.0,176.0,187.0
278,2020-04-24,36081,36081-2020-04-24,117,141,-10.0,793.0,1109.0,937.0,1223.0,866.0,705.0
279,2020-04-24,36085,36085-2020-04-24,17,20,-2.0,127.0,173.0,216.0,224.0,134.0,153.0
281,2020-04-25,36005,36005-2020-04-25,63,85,-6.0,579.0,735.0,927.0,641.0,981.0,532.0
280,2020-04-25,36047,36047-2020-04-25,100,123,-8.0,630.0,786.0,854.0,896.0,983.0,635.0
282,2020-04-25,36061,36061-2020-04-25,46,58,-3.0,408.0,400.0,382.0,371.0,381.0,176.0
283,2020-04-25,36081,36081-2020-04-25,105,131,-9.0,775.0,793.0,1109.0,937.0,1223.0,866.0
284,2020-04-25,36085,36085-2020-04-25,11,18,-2.0,143.0,127.0,173.0,216.0,224.0,134.0
286,2020-04-26,36005,36005-2020-04-26,65,79,-5.0,418.0,579.0,735.0,927.0,641.0,981.0
285,2020-04-26,36047,36047-2020-04-26,82,115,-3.0,404.0,630.0,786.0,854.0,896.0,983.0
287,2020-04-26,36061,36061-2020-04-26,47,55,-4.0,145.0,408.0,400.0,382.0,371.0,381.0
288,2020-04-26,36081,36081-2020-04-26,96,122,-7.0,540.0,775.0,793.0,1109.0,937.0,1223.0
289,2020-04-26,36085,36085-2020-04-26,10,16,-2.0,88.0,143.0,127.0,173.0,216.0,224.0
291,2020-04-27,36005,36005-2020-04-27,65,74,-3.0,196.0,418.0,579.0,735.0,927.0,641.0
290,2020-04-27,36047,36047-2020-04-27,104,112,-8.0,332.0,404.0,630.0,786.0,854.0,896.0
292,2020-04-27,36061,36061-2020-04-27,35,51,-3.0,98.0,145.0,408.0,400.0,382.0,371.0
293,2020-04-27,36081,36081-2020-04-27,106,115,-8.0,331.0,540.0,775.0,793.0,1109.0,937.0
294,2020-04-27,36085,36085-2020-04-27,12,14,-0.0,46.0,88.0,143.0,127.0,173.0,216.0
296,2020-04-28,36005,36005-2020-04-28,67,71,-6.0,551.0,196.0,418.0,579.0,735.0,927.0
295,2020-04-28,36047,36047-2020-04-28,69,104,-6.0,607.0,332.0,404.0,630.0,786.0,854.0
297,2020-04-28,36061,36061-2020-04-28,40,48,-3.0,302.0,98.0,145.0,408.0,400.0,382.0
298,2020-04-28,36081,36081-2020-04-28,81,107,-3.0,723.0,331.0,540.0,775.0,793.0,1109.0
299,2020-04-28,36085,36085-2020-04-28,10,14,-1.0,107.0,46.0,88.0,143.0,127.0,173.0
301,2020-04-29,36005,36005-2020-04-29,47,65,-3.0,668.0,551.0,196.0,418.0,579.0,735.0
300,2020-04-29,36047,36047-2020-04-29,84,98,-8.0,709.0,607.0,332.0,404.0,630.0,786.0
302,2020-04-29,36061,36061-2020-04-29,37,45,-2.0,323.0,302.0,98.0,145.0,408.0,400.0
303,2020-04-29,36081,36081-2020-04-29,90,104,-8.0,896.0,723.0,331.0,540.0,775.0,793.0
304,2020-04-29,36085,36085-2020-04-29,16,13,-0.0,130.0,107.0,46.0,88.0,143.0,127.0
306,2020-04-30,36005,36005-2020-04-30,51,62,-3.0,557.0,668.0,551.0,196.0,418.0,579.0
305,2020-04-30,36047,36047-2020-04-30,77,90,-6.0,683.0,709.0,607.0,332.0,404.0,630.0
307,2020-04-30,36061,36061-2020-04-30,38,43,-4.0,285.0,323.0,302.0,98.0,145.0,408.0
308,2020-04-30,36081,36081-2020-04-30,75,96,-4.0,691.0,896.0,723.0,331.0,540.0,775.0
309,2020-04-30,36085,36085-2020-04-30,12,13,-1.0,123.0,130.0,107.0,46.0,88.0,143.0
311,2020-05-01,36005,36005-2020-05-01,52,59,-1.0,482.0,557.0,668.0,551.0,196.0,418.0
310,2020-05-01,36047,36047-2020-05-01,71,84,-6.0,600.0,683.0,709.0,607.0,332.0,404.0
312,2020-05-01,36061,36061-2020-05-01,30,39,-3.0,217.0,285.0,323.0,302.0,98.0,145.0
313,2020-05-01,36081,36081-2020-05-01,89,92,-5.0,592.0,691.0,896.0,723.0,331.0,540.0
314,2020-05-01,36085,36085-2020-05-01,14,12,-0.0,130.0,123.0,130.0,107.0,46.0,88.0
316,2020-05-02,36005,36005-2020-05-02,56,58,-5.0,450.0,482.0,557.0,668.0,551.0,196.0
315,2020-05-02,36047,36047-2020-05-02,59,78,-4.0,497.0,600.0,683.0,709.0,607.0,332.0
317,2020-05-02,36061,36061-2020-05-02,27,36,-1.0,240.0,217.0,285.0,323.0,302.0,98.0
318,2020-05-02,36081,36081-2020-05-02,69,87,-5.0,621.0,592.0,691.0,896.0,723.0,331.0
319,2020-05-02,36085,36085-2020-05-02,13,12,1.0,78.0,130.0,123.0,130.0,107.0,46.0
321,2020-05-03,36005,36005-2020-05-03,33,53,-3.0,263.0,450.0,482.0,557.0,668.0,551.0
320,2020-05-03,36047,36047-2020-05-03,57,74,-7.0,263.0,497.0,600.0,683.0,709.0,607.0
322,2020-05-03,36061,36061-2020-05-03,38,35,-1.0,138.0,240.0,217.0,285.0,323.0,302.0
323,2020-05-03,36081,36081-2020-05-03,66,82,-6.0,333.0,621.0,592.0,691.0,896.0,723.0
324,2020-05-03,36085,36085-2020-05-03,16,13,-0.0,61.0,78.0,130.0,123.0,130.0,107.0
326,2020-05-04,36005,36005-2020-05-04,41,50,-6.0,153.0,263.0,450.0,482.0,557.0,668.0
325,2020-05-04,36047,36047-2020-05-04,53,67,-2.0,245.0,263.0,497.0,600.0,683.0,709.0
327,2020-05-04,36061,36061-2020-05-04,30,34,-3.0,103.0,138.0,240.0,217.0,285.0,323.0
328,2020-05-04,36081,36081-2020-05-04,59,76,-5.0,251.0,333.0,621.0,592.0,691.0,896.0
329,2020-05-04,36085,36085-2020-05-04,12,13,1.0,35.0,61.0,78.0,130.0,123.0,130.0
331,2020-05-05,36005,36005-2020-05-05,28,44,-1.0,349.0,153.0,263.0,450.0,482.0,557.0
330,2020-05-05,36047,36047-2020-05-05,57,65,-4.0,461.0,245.0,263.0,497.0,600.0,683.0
332,2020-05-05,36061,36061-2020-05-05,20,31,-2.0,214.0,103.0,138.0,240.0,217.0,285.0
333,2020-05-05,36081,36081-2020-05-05,52,71,-3.0,437.0,251.0,333.0,621.0,592.0,691.0
334,2020-05-05,36085,36085-2020-05-05,12,14,-2.0,88.0,35.0,61.0,78.0,130.0,123.0
336,2020-05-06,36005,36005-2020-05-06,38,43,-3.0,294.0,349.0,153.0,263.0,450.0,482.0
335,2020-05-06,36047,36047-2020-05-06,53,61,-3.0,432.0,461.0,245.0,263.0,497.0,600.0
337,2020-05-06,36061,36061-2020-05-06,20,29,-2.0,242.0,214.0,103.0,138.0,240.0,217.0
338,2020-05-06,36081,36081-2020-05-06,63,68,-5.0,462.0,437.0,251.0,333.0,621.0,592.0
339,2020-05-06,36085,36085-2020-05-06,8,12,-0.0,82.0,88.0,35.0,61.0,78.0,130.0
341,2020-05-07,36005,36005-2020-05-07,32,40,-3.0,279.0,294.0,349.0,153.0,263.0,450.0
340,2020-05-07,36047,36047-2020-05-07,54,58,-4.0,450.0,432.0,461.0,245.0,263.0,497.0
342,2020-05-07,36061,36061-2020-05-07,25,27,-2.0,165.0,242.0,214.0,103.0,138.0,240.0
343,2020-05-07,36081,36081-2020-05-07,42,63,-5.0,443.0,462.0,437.0,251.0,333.0,621.0
344,2020-05-07,36085,36085-2020-05-07,6,12,-2.0,60.0,82.0,88.0,35.0,61.0,78.0
346,2020-05-08,36005,36005-2020-05-08,29,37,-5.0,298.0,279.0,294.0,349.0,153.0,263.0
345,2020-05-08,36047,36047-2020-05-08,48,54,-3.0,403.0,450.0,432.0,461.0,245.0,263.0
347,2020-05-08,36061,36061-2020-05-08,18,25,-1.0,119.0,165.0,242.0,214.0,103.0,138.0
348,2020-05-08,36081,36081-2020-05-08,55,58,-5.0,358.0,443.0,462.0,437.0,251.0,333.0
349,2020-05-08,36085,36085-2020-05-08,5,10,-1.0,60.0,60.0,82.0,88.0,35.0,61.0
351,2020-05-09,36005,36005-2020-05-09,21,32,-3.0,250.0,298.0,279.0,294.0,349.0,153.0
350,2020-05-09,36047,36047-2020-05-09,35,51,-4.0,344.0,403.0,450.0,432.0,461.0,245.0
352,2020-05-09,36061,36061-2020-05-09,18,24,-2.0,99.0,119.0,165.0,242.0,214.0,103.0
353,2020-05-09,36081,36081-2020-05-09,33,53,-4.0,344.0,358.0,443.0,462.0,437.0,251.0
354,2020-05-09,36085,36085-2020-05-09,3,9,-1.0,42.0,60.0,60.0,82.0,88.0,35.0
356,2020-05-10,36005,36005-2020-05-10,16,29,-1.0,175.0,250.0,298.0,279.0,294.0,349.0
355,2020-05-10,36047,36047-2020-05-10,31,47,-2.0,119.0,344.0,403.0,450.0,432.0,461.0
357,2020-05-10,36061,36061-2020-05-10,21,22,-2.0,75.0,99.0,119.0,165.0,242.0,214.0
358,2020-05-10,36081,36081-2020-05-10,38,49,-5.0,256.0,344.0,358.0,443.0,462.0,437.0
359,2020-05-10,36085,36085-2020-05-10,8,8,-1.0,32.0,42.0,60.0,60.0,82.0,88.0
361,2020-05-11,36005,36005-2020-05-11,31,28,-1.0,75.0,175.0,250.0,298.0,279.0,294.0
360,2020-05-11,36047,36047-2020-05-11,40,45,-2.0,188.0,119.0,344.0,403.0,450.0,432.0
362,2020-05-11,36061,36061-2020-05-11,17,20,-1.0,95.0,75.0,99.0,119.0,165.0,242.0
363,2020-05-11,36081,36081-2020-05-11,28,44,-4.0,85.0,256.0,344.0,358.0,443.0,462.0
364,2020-05-11,36085,36085-2020-05-11,4,7,-1.0,14.0,32.0,42.0,60.0,60.0,82.0
366,2020-05-12,36005,36005-2020-05-12,23,27,-3.0,226.0,75.0,175.0,250.0,298.0,279.0
365,2020-05-12,36047,36047-2020-05-12,39,43,-4.0,410.0,188.0,119.0,344.0,403.0,450.0
367,2020-05-12,36061,36061-2020-05-12,17,19,-1.0,192.0,95.0,75.0,99.0,119.0,165.0
368,2020-05-12,36081,36081-2020-05-12,23,40,-4.0,376.0,85.0,256.0,344.0,358.0,443.0
369,2020-05-12,36085,36085-2020-05-12,6,6,-1.0,27.0,14.0,32.0,42.0,60.0,60.0
371,2020-05-13,36005,36005-2020-05-13,18,24,-3.0,355.0,226.0,75.0,175.0,250.0,298.0
370,2020-05-13,36047,36047-2020-05-13,26,39,-5.0,400.0,410.0,188.0,119.0,344.0,403.0
372,2020-05-13,36061,36061-2020-05-13,10,18,-0.0,163.0,192.0,95.0,75.0,99.0,119.0
373,2020-05-13,36081,36081-2020-05-13,32,36,-2.0,314.0,376.0,85.0,256.0,344.0,358.0
374,2020-05-13,36085,36085-2020-05-13,6,5,1.0,53.0,27.0,14.0,32.0,42.0,60.0
376,2020-05-14,36005,36005-2020-05-14,12,21,-1.0,461.0,355.0,226.0,75.0,175.0,250.0
375,2020-05-14,36047,36047-2020-05-14,18,34,-2.0,362.0,400.0,410.0,188.0,119.0,344.0
377,2020-05-14,36061,36061-2020-05-14,22,18,-1.0,156.0,163.0,192.0,95.0,75.0,99.0
378,2020-05-14,36081,36081-2020-05-14,26,34,-4.0,307.0,314.0,376.0,85.0,256.0,344.0
379,2020-05-14,36085,36085-2020-05-14,8,6,-0.0,47.0,53.0,27.0,14.0,32.0,42.0
381,2020-05-15,36005,36005-2020-05-15,16,20,-0.0,256.0,461.0,355.0,226.0,75.0,175.0
380,2020-05-15,36047,36047-2020-05-15,32,32,-1.0,332.0,362.0,400.0,410.0,188.0,119.0
382,2020-05-15,36061,36061-2020-05-15,16,17,-1.0,149.0,156.0,163.0,192.0,95.0,75.0
383,2020-05-15,36081,36081-2020-05-15,28,30,-1.0,332.0,307.0,314.0,376.0,85.0,256.0
384,2020-05-15,36085,36085-2020-05-15,6,6,-0.0,42.0,47.0,53.0,27.0,14.0,32.0
386,2020-05-16,36005,36005-2020-05-16,27,20,1.0,181.0,256.0,461.0,355.0,226.0,75.0
385,2020-05-16,36047,36047-2020-05-16,33,31,-1.0,259.0,332.0,362.0,400.0,410.0,188.0
387,2020-05-16,36061,36061-2020-05-16,12,16,-1.0,135.0,149.0,156.0,163.0,192.0,95.0
388,2020-05-16,36081,36081-2020-05-16,26,29,-1.0,265.0,332.0,307.0,314.0,376.0,85.0
389,2020-05-16,36085,36085-2020-05-16,2,6,-1.0,33.0,42.0,47.0,53.0,27.0,14.0
391,2020-05-17,36005,36005-2020-05-17,21,21,-3.0,108.0,181.0,256.0,461.0,355.0,226.0
390,2020-05-17,36047,36047-2020-05-17,24,30,-3.0,165.0,259.0,332.0,362.0,400.0,410.0
392,2020-05-17,36061,36061-2020-05-17,12,15,-1.0,51.0,135.0,149.0,156.0,163.0,192.0
393,2020-05-17,36081,36081-2020-05-17,30,28,-1.0,136.0,265.0,332.0,307.0,314.0,376.0
394,2020-05-17,36085,36085-2020-05-17,2,5,-0.0,25.0,33.0,42.0,47.0,53.0,27.0
396,2020-05-18,36005,36005-2020-05-18,11,18,-1.0,56.0,108.0,181.0,256.0,461.0,355.0
395,2020-05-18,36047,36047-2020-05-18,20,27,-2.0,138.0,165.0,259.0,332.0,362.0,400.0
397,2020-05-18,36061,36061-2020-05-18,9,14,-1.0,50.0,51.0,135.0,149.0,156.0,163.0
398,2020-05-18,36081,36081-2020-05-18,25,27,-1.0,106.0,136.0,265.0,332.0,307.0,314.0
399,2020-05-18,36085,36085-2020-05-18,2,5,-1.0,10.0,25.0,33.0,42.0,47.0,53.0
401,2020-05-19,36005,36005-2020-05-19,14,17,-0.0,187.0,56.0,108.0,181.0,256.0,461.0
400,2020-05-19,36047,36047-2020-05-19,21,25,-1.0,266.0,138.0,165.0,259.0,332.0,362.0
402,2020-05-19,36061,36061-2020-05-19,10,13,-0.0,128.0,50.0,51.0,135.0,149.0,156.0
403,2020-05-19,36081,36081-2020-05-19,14,26,-1.0,275.0,106.0,136.0,265.0,332.0,307.0
404,2020-05-19,36085,36085-2020-05-19,5,4,1.0,38.0,10.0,25.0,33.0,42.0,47.0
406,2020-05-20,36005,36005-2020-05-20,15,17,-0.0,182.0,187.0,56.0,108.0,181.0,256.0
405,2020-05-20,36047,36047-2020-05-20,22,24,-0.0,326.0,266.0,138.0,165.0,259.0,332.0
407,2020-05-20,36061,36061-2020-05-20,13,13,-2.0,165.0,128.0,50.0,51.0,135.0,149.0
408,2020-05-20,36081,36081-2020-05-20,27,25,-2.0,287.0,275.0,106.0,136.0,265.0,332.0
409,2020-05-20,36085,36085-2020-05-20,7,5,-1.0,42.0,38.0,10.0,25.0,33.0,42.0
411,2020-05-21,36005,36005-2020-05-21,14,17,-0.0,278.0,182.0,187.0,56.0,108.0,181.0
410,2020-05-21,36047,36047-2020-05-21,19,24,-1.0,323.0,326.0,266.0,138.0,165.0,259.0
412,2020-05-21,36061,36061-2020-05-21,6,11,-1.0,164.0,165.0,128.0,50.0,51.0,135.0
413,2020-05-21,36081,36081-2020-05-21,9,23,-0.0,256.0,287.0,275.0,106.0,136.0,265.0
414,2020-05-21,36085,36085-2020-05-21,3,4,-0.0,56.0,42.0,38.0,10.0,25.0,33.0
416,2020-05-22,36005,36005-2020-05-22,15,17,-2.0,199.0,278.0,182.0,187.0,56.0,108.0
415,2020-05-22,36047,36047-2020-05-22,23,23,-1.0,336.0,323.0,326.0,266.0,138.0,165.0
417,2020-05-22,36061,36061-2020-05-22,6,10,-1.0,145.0,164.0,165.0,128.0,50.0,51.0
418,2020-05-22,36081,36081-2020-05-22,29,23,-2.0,311.0,256.0,287.0,275.0,106.0,136.0
419,2020-05-22,36085,36085-2020-05-22,6,4,-0.0,78.0,56.0,42.0,38.0,10.0,25.0
421,2020-05-23,36005,36005-2020-05-23,17,15,-1.0,264.0,199.0,278.0,182.0,187.0,56.0
420,2020-05-23,36047,36047-2020-05-23,22,22,-2.0,350.0,336.0,323.0,326.0,266.0,138.0
422,2020-05-23,36061,36061-2020-05-23,8,9,-1.0,153.0,145.0,164.0,165.0,128.0,50.0
423,2020-05-23,36081,36081-2020-05-23,15,21,-2.0,237.0,311.0,256.0,287.0,275.0,106.0
424,2020-05-23,36085,36085-2020-05-23,2,4,-0.0,32.0,78.0,56.0,42.0,38.0,10.0
426,2020-05-24,36005,36005-2020-05-24,13,14,-0.0,90.0,264.0,199.0,278.0,182.0,187.0
425,2020-05-24,36047,36047-2020-05-24,14,20,-1.0,143.0,350.0,336.0,323.0,326.0,266.0
427,2020-05-24,36061,36061-2020-05-24,7,8,1.0,47.0,153.0,145.0,164.0,165.0,128.0
428,2020-05-24,36081,36081-2020-05-24,15,19,-1.0,138.0,237.0,311.0,256.0,287.0,275.0
429,2020-05-24,36085,36085-2020-05-24,5,4,-0.0,37.0,32.0,78.0,56.0,42.0,38.0
431,2020-05-25,36005,36005-2020-05-25,10,14,-0.0,101.0,90.0,264.0,199.0,278.0,182.0
430,2020-05-25,36047,36047-2020-05-25,14,19,-1.0,161.0,143.0,350.0,336.0,323.0,326.0
432,2020-05-25,36061,36061-2020-05-25,13,9,-0.0,69.0,47.0,153.0,145.0,164.0,165.0
433,2020-05-25,36081,36081-2020-05-25,14,18,-1.0,121.0,138.0,237.0,311.0,256.0,287.0
434,2020-05-25,36085,36085-2020-05-25,2,4,-0.0,15.0,37.0,32.0,78.0,56.0,42.0
436,2020-05-26,36005,36005-2020-05-26,12,14,-1.0,103.0,101.0,90.0,264.0,199.0,278.0
435,2020-05-26,36047,36047-2020-05-26,12,18,-1.0,160.0,161.0,143.0,350.0,336.0,323.0
437,2020-05-26,36061,36061-2020-05-26,8,9,-1.0,69.0,69.0,47.0,153.0,145.0,164.0
438,2020-05-26,36081,36081-2020-05-26,9,17,-1.0,116.0,121.0,138.0,237.0,311.0,256.0
439,2020-05-26,36085,36085-2020-05-26,1,4,-1.0,16.0,15.0,37.0,32.0,78.0,56.0
441,2020-05-27,36005,36005-2020-05-27,9,13,-0.0,283.0,103.0,101.0,90.0,264.0,199.0
440,2020-05-27,36047,36047-2020-05-27,12,17,-1.0,313.0,160.0,161.0,143.0,350.0,336.0
442,2020-05-27,36061,36061-2020-05-27,10,8,-0.0,127.0,69.0,69.0,47.0,153.0,145.0
443,2020-05-27,36081,36081-2020-05-27,18,16,-0.0,269.0,116.0,121.0,138.0,237.0,311.0
444,2020-05-27,36085,36085-2020-05-27,2,3,-0.0,58.0,16.0,15.0,37.0,32.0,78.0
446,2020-05-28,36005,36005-2020-05-28,12,13,-1.0,184.0,283.0,103.0,101.0,90.0,264.0
445,2020-05-28,36047,36047-2020-05-28,15,16,-1.0,241.0,313.0,160.0,161.0,143.0,350.0
447,2020-05-28,36061,36061-2020-05-28,3,8,-0.0,107.0,127.0,69.0,69.0,47.0,153.0
448,2020-05-28,36081,36081-2020-05-28,10,16,-2.0,165.0,269.0,116.0,121.0,138.0,237.0
449,2020-05-28,36085,36085-2020-05-28,1,3,-1.0,43.0,58.0,16.0,15.0,37.0,32.0
451,2020-05-29,36005,36005-2020-05-29,9,12,-1.0,119.0,184.0,283.0,103.0,101.0,90.0
450,2020-05-29,36047,36047-2020-05-29,18,15,-1.0,219.0,241.0,313.0,160.0,161.0,143.0
452,2020-05-29,36061,36061-2020-05-29,6,8,1.0,97.0,107.0,127.0,69.0,69.0,47.0
453,2020-05-29,36081,36081-2020-05-29,14,14,-0.0,181.0,165.0,269.0,116.0,121.0,138.0
454,2020-05-29,36085,36085-2020-05-29,4,2,-0.0,30.0,43.0,58.0,16.0,15.0,37.0
456,2020-05-30,36005,36005-2020-05-30,14,11,-0.0,164.0,119.0,184.0,283.0,103.0,101.0
455,2020-05-30,36047,36047-2020-05-30,10,14,-0.0,161.0,219.0,241.0,313.0,160.0,161.0
457,2020-05-30,36061,36061-2020-05-30,14,9,-0.0,74.0,97.0,107.0,127.0,69.0,69.0
458,2020-05-30,36081,36081-2020-05-30,17,14,-0.0,212.0,181.0,165.0,269.0,116.0,121.0
459,2020-05-30,36085,36085-2020-05-30,1,2,-0.0,27.0,30.0,43.0,58.0,16.0,15.0
